# lambda: Angstroms, f_lambda: erg/s/cm^2/Angstrom,                          Teff=8878.4K,rad=2.271Rsol.
lambda	 f_lambda
3.513848862646091675e+03	2.674715629348483912e-11
3.517330870610662259e+03	2.481630606435668227e-11
3.520816329030830275e+03	2.693092847173138426e-11
3.524305241325781481e+03	2.692145803426328220e-11
3.527797610918090413e+03	2.669072360536738562e-11
3.531293441233731755e+03	2.666247479652607925e-11
3.534792735702063510e+03	2.105672794980881395e-11
3.538295497755854285e+03	2.645110651618821091e-11
3.541801730831260556e+03	2.669542526516295366e-11
3.545311438367858955e+03	2.666151828630121283e-11
3.548824623808618981e+03	2.446932190969909019e-11
3.552341290599936656e+03	2.673501348315720040e-11
3.555861442191609513e+03	2.442182650667334013e-11
3.559385082036867061e+03	2.666511838346145389e-11
3.562912213592346234e+03	2.658604915616195041e-11
3.566442840318125491e+03	2.617794960015005181e-11
3.569976965677694807e+03	2.333100896246607486e-11
3.573514593137993415e+03	2.657042266759197816e-11
3.577055726169382979e+03	2.470351490789559649e-11
3.580600368245665777e+03	2.488974953731073920e-11
3.584148522844096533e+03	2.576369367224281694e-11
3.587700193445360583e+03	1.240996708252096060e-11
3.591255383533608438e+03	2.626561414233618452e-11
3.594814096596427135e+03	2.642966299937709302e-11
3.598376336124875706e+03	2.608305658052507513e-11
3.601942105613456533e+03	2.636021204996029007e-11
3.605511408560150358e+03	2.622958285665414077e-11
3.609084248466389909e+03	2.625733433842915126e-11
3.612660628837090826e+03	2.616030391804664885e-11
3.616240553180632560e+03	2.622403780919374309e-11
3.619824025008870194e+03	2.546191593827324251e-11
3.623411047837146270e+03	2.612591756574373346e-11
3.627001625184287604e+03	2.604673123000510098e-11
3.630595760572598920e+03	1.730343925905832645e-11
3.634193457527876944e+03	2.401287122207724974e-11
3.637794719579422690e+03	2.527643110331772147e-11
3.641399550260019623e+03	2.542146987596257070e-11
3.645007953105966862e+03	2.432046953087915248e-11
3.648619931657053257e+03	2.536684098550506932e-11
3.652235489456589676e+03	2.537662795034886414e-11
3.655854630051383992e+03	2.492380756176589014e-11
3.659477356991772922e+03	2.391372514499653124e-11
3.663103673831597007e+03	1.535282807272901342e-11
3.666733584128232906e+03	2.257576805325206636e-11
3.670367091442571564e+03	2.118762510622307913e-11
3.674004199339032311e+03	2.165866704356409595e-11
3.677644911385577871e+03	2.127135766044765445e-11
3.681289231153692072e+03	2.172895987522248277e-11
3.684937162218412141e+03	2.202888983443876587e-11
3.688588708158302779e+03	1.940972546679790782e-11
3.692243872555491180e+03	1.983030626202449677e-11
3.695902658995637466e+03	2.546563352539106501e-11
3.699565071067971985e+03	2.217416387210452526e-11
3.703231112365264380e+03	2.324352992554439468e-11
3.706900786483861339e+03	2.442300848849019829e-11
3.710574097023661125e+03	2.652548275170492522e-11
3.714251047588129950e+03	2.049992506095836985e-11
3.717931641784311978e+03	3.244090413684219956e-11
3.721615883222825232e+03	2.246565534670175177e-11
3.725303775517859322e+03	2.510760610785932619e-11
3.728995322287184081e+03	2.760187758753335273e-11
3.732690527152166396e+03	2.553523134655538244e-11
3.736389393737746559e+03	1.813218884129600639e-11
3.740091925672471461e+03	3.481667654272950071e-11
3.743798126588469131e+03	3.963135723741226563e-11
3.747508000121481928e+03	2.498735196873367033e-11
3.751221549910839713e+03	1.263251107002903435e-11
3.754938779599493500e+03	3.126087323067162173e-11
3.758659692833989993e+03	2.068444163643527840e-11
3.762384293264503413e+03	4.522100067461321234e-11
3.766112584544814581e+03	3.940474345175814406e-11
3.769844570332324565e+03	2.488252405244163077e-11
3.773580254288070137e+03	2.297353574680340560e-11
3.777319640076701489e+03	3.852408816729169637e-11
3.781062731366514072e+03	4.849937633232884767e-11
3.784809531829424031e+03	5.289259237806883912e-11
3.788560045141001410e+03	4.857019129857874599e-11
3.792314274980442860e+03	4.280747549740999925e-11
3.796072225030606660e+03	2.915578088101706777e-11
3.799833898977984973e+03	1.724764497629664464e-11
3.803599300512738409e+03	3.483769798303228495e-11
3.807368433328672836e+03	4.693377138849406536e-11
3.811141301123254379e+03	5.521058328746365119e-11
3.814917907597620342e+03	4.146364274095651432e-11
3.818698256456577383e+03	5.955686134059666079e-11
3.822482351408593331e+03	5.808599646624030581e-11
3.826270196165812195e+03	2.132408423436782222e-11
3.830061794444068255e+03	4.183459428429898613e-11
3.833857149962861968e+03	2.260194126188061019e-11
3.837656266445394976e+03	1.930900864858512408e-11
3.841459147618543739e+03	3.568261072176088388e-11
3.845265797212891812e+03	4.595153581419657926e-11
3.849076218962705752e+03	5.658839758233713575e-11
3.852890416605966493e+03	6.228530924334759103e-11
3.856708393884344787e+03	6.596847139088530563e-11
3.860530154543234403e+03	6.345865867210520569e-11
3.864355702331728025e+03	6.863353012124783235e-11
3.868185041002634989e+03	6.763105313961371231e-11
3.872018174312493102e+03	6.440022580679120425e-11
3.875855106021549091e+03	5.891754976424548253e-11
3.879695839893790435e+03	5.112770601565844758e-11
3.883540379696918990e+03	4.131469142516558510e-11
3.887388729202385548e+03	2.802777321518548151e-11
3.891240892185363464e+03	1.859142824319082638e-11
3.895096872424781395e+03	3.482813083076225669e-11
3.898956673703297838e+03	4.672126117440220999e-11
3.902820299807336141e+03	4.031618163054268980e-11
3.906687754527053585e+03	6.133743628320347878e-11
3.910559041656381851e+03	6.483472658707137907e-11
3.914434164992994738e+03	7.025638078454108288e-11
3.918313128338345450e+03	7.218114448064970063e-11
3.922195935497642040e+03	6.161831285914418747e-11
3.926082590279863780e+03	7.336123970894189427e-11
3.929973096497776169e+03	7.223270910077100561e-11
3.933867457967906830e+03	3.921328659864895241e-11
3.937765678510581893e+03	6.734632233780899627e-11
3.941667761949896430e+03	5.810372993743726676e-11
3.945573712113751299e+03	5.923563156613136671e-11
3.949483532833824484e+03	6.498973588203253139e-11
3.953397227945607028e+03	6.159885899542361654e-11
3.957314801288374838e+03	5.632165234618981685e-11
3.961236256705223695e+03	4.848175260375289963e-11
3.965161598043046524e+03	3.793759596936808862e-11
3.969090829152547940e+03	1.569916649870036520e-11
3.973023953888255619e+03	2.173460649971283142e-11
3.976960976108518025e+03	3.625723094424800446e-11
3.980901899675498498e+03	4.679023668105642505e-11
3.984846728455187076e+03	5.483482758406086406e-11
3.988795466317418231e+03	6.090746695488849467e-11
3.992748117135842676e+03	6.495938370269410538e-11
3.996704684787968745e+03	6.819547656533445086e-11
4.000665173155128286e+03	7.013580856930703061e-11
4.004629586122517139e+03	6.958469718366402720e-11
4.008597927579165116e+03	7.230435937739826028e-11
4.012570201417970111e+03	7.170583552343090581e-11
4.016546411535673997e+03	7.282472278370900046e-11
4.020526561832894004e+03	7.329106497912152248e-11
4.024510656214102255e+03	6.881835248565073324e-11
4.028498698587638955e+03	7.316425447553973246e-11
4.032490692865729216e+03	6.915770644935960321e-11
4.036486642964459406e+03	7.290818360628323334e-11
4.040486552803812629e+03	7.246743735723850742e-11
4.044490426307640064e+03	7.144331531734054773e-11
4.048498267403696900e+03	6.709816749091288945e-11
4.052510080023615046e+03	6.777320687058106503e-11
4.056525868102938603e+03	5.611497682319469795e-11
4.060545635581094302e+03	7.021923253743563271e-11
4.064569386401430165e+03	6.823068511918220647e-11
4.068597124511189577e+03	6.838629970302357996e-11
4.072628853861525386e+03	6.023989141425741318e-11
4.076664578407516728e+03	5.903340162015804355e-11
4.080704302108160391e+03	6.076602043521013572e-11
4.084748028926368534e+03	5.776726768564063002e-11
4.088795762828979605e+03	5.109651594588435978e-11
4.092847507786776532e+03	4.517441913470642325e-11
4.096903267774459891e+03	3.605221069055063191e-11
4.100963046770684741e+03	2.302887317413842355e-11
4.105026848758033339e+03	2.232806426027899957e-11
4.109094677723050154e+03	3.543418257284069252e-11
4.113166537656215041e+03	4.474028714026279633e-11
4.117242432551976890e+03	5.176378707153055918e-11
4.121322366408727248e+03	5.662882965637126551e-11
4.125406343228835794e+03	6.042403785497453441e-11
4.129494367018626690e+03	6.276910073035402063e-11
4.133586441788393131e+03	5.774844438118979773e-11
4.137682571552415538e+03	6.604106625800733339e-11
4.141782760328936092e+03	6.673194149280824432e-11
4.145887012140193292e+03	6.727334544692916438e-11
4.149995331012397401e+03	6.753039196944873529e-11
4.154107720975762277e+03	6.566228306628692184e-11
4.158224186064482637e+03	3.807395212858239338e-11
4.162344730316763162e+03	6.785975856862760656e-11
4.166469357774796663e+03	6.711568853573227577e-11
4.170598072484797740e+03	6.776982215239320612e-11
4.174730878496970945e+03	6.752734408551411591e-11
4.178867779865555349e+03	4.194893476924837832e-11
4.183008780648788161e+03	6.746924929466940611e-11
4.187153884908944747e+03	6.689655353500294949e-11
4.191303096712314982e+03	6.694265862331018900e-11
4.195456420129215985e+03	6.716071115904048547e-11
4.199613859234013034e+03	6.636034395459646556e-11
4.203775418105091376e+03	6.631291956009429370e-11
4.207941100824893510e+03	6.645585898998827414e-11
4.212110911479891911e+03	6.649734641588274293e-11
4.216284854160624491e+03	6.148452270096197931e-11
4.220462932961665501e+03	6.591995265856312915e-11
4.224645151981664640e+03	6.538228500928822251e-11
4.228831515323316125e+03	5.085444026041937388e-11
4.233022027093395081e+03	6.541523767673168659e-11
4.237216691402734796e+03	6.455055209486573339e-11
4.241415512366242183e+03	4.934943893190931807e-11
4.245618494102913246e+03	6.232247992494949713e-11
4.249825640735811248e+03	5.456421989390133291e-11
4.254036956392099455e+03	6.457042498345482011e-11
4.258252445203015668e+03	6.386777398913865577e-11
4.262472111303906786e+03	6.376564434363124343e-11
4.266695958834202429e+03	6.083114811179577513e-11
4.270923991937449500e+03	6.266730801997790978e-11
4.275156214761285810e+03	2.953887378920246724e-11
4.279392631457473726e+03	6.220546835553632040e-11
4.283633246181875620e+03	6.248882290606169379e-11
4.287878063094486606e+03	6.210681691307140565e-11
4.292127086359407258e+03	6.153899277455129903e-11
4.296380320144884536e+03	5.128214453720614775e-11
4.300637768623279953e+03	5.959331765231480539e-11
4.304899435971089588e+03	5.851199641458854727e-11
4.309165326368963179e+03	5.802716672929716849e-11
4.313435444001674114e+03	5.418217235227218364e-11
4.317709793058161267e+03	3.764341836201432283e-11
4.321988377731496257e+03	3.460997336838404036e-11
4.326271202218922554e+03	4.670972258323727627e-11
4.330558270721827284e+03	4.103636144749753254e-11
4.334849587445776706e+03	3.406030675091833935e-11
4.339145156600488917e+03	2.391163668660925067e-11
4.343444982399867513e+03	2.007646482962373022e-11
4.347749069061983391e+03	3.152902509418534943e-11
4.352057420809082942e+03	3.837935277148268548e-11
4.356370041867608961e+03	4.503374338027062548e-11
4.360686936468189742e+03	4.879818956092514207e-11
4.365008108845638162e+03	5.225460648687519027e-11
4.369333563238964416e+03	5.453608411349427347e-11
4.373663303891389660e+03	5.487134609545157798e-11
4.377997335050325091e+03	5.286847345187341865e-11
4.382335660967407421e+03	5.603860812992939362e-11
4.386678285898468857e+03	5.437785964537022578e-11
4.391025214103577127e+03	5.790818423719692490e-11
4.395376449847001822e+03	5.822573511319761401e-11
4.399731997397257146e+03	5.835997181914686193e-11
4.404091861027070991e+03	5.843652771703349976e-11
4.408456045013420407e+03	5.807306000386563648e-11
4.412824553637507961e+03	5.830734411914304527e-11
4.417197391184779917e+03	4.892282882292718029e-11
4.421574561944940797e+03	5.741506717247166472e-11
4.425956070211929728e+03	5.791063439713104169e-11
4.430341920283957734e+03	5.769619619912770563e-11
4.434732116463477723e+03	5.763990383908503051e-11
4.439126663057222686e+03	5.696890963872532190e-11
4.443525564376177499e+03	5.750591062309347555e-11
4.447928824735615308e+03	5.746016961942999002e-11
4.452336448455068421e+03	5.692863551378388073e-11
4.456748439858366510e+03	3.179901301604035842e-11
4.461164803273611142e+03	5.690376803321695861e-11
4.465585543033192153e+03	5.359425571954747686e-11
4.470010663473803106e+03	5.679738824490488083e-11
4.474440168936433111e+03	5.599065149181117365e-11
4.478874063766364088e+03	5.621640872099472164e-11
4.483312352313184419e+03	4.987616351777567697e-11
4.487755038930808041e+03	5.619213423273917493e-11
4.492202127977440796e+03	5.177941566428761104e-11
4.496653623815629544e+03	5.588968678572476952e-11
4.501109530812223966e+03	5.561220867829904046e-11
4.505569853338419307e+03	5.563281193279854876e-11
4.510034595769725456e+03	5.549691179887846253e-11
4.514503762486005144e+03	5.350337501709493389e-11
4.518977357871442109e+03	5.448229417779068693e-11
4.523455386314586576e+03	5.359052094959971999e-11
4.527937852208318873e+03	5.426994485728867860e-11
4.532424759949875806e+03	5.130385031311603057e-11
4.536916113940865216e+03	5.369522614816765095e-11
4.541411918587235959e+03	5.291488702803861649e-11
4.545912178299323386e+03	5.350098952694604371e-11
4.550416897491814780e+03	5.370246726552154690e-11
4.554926080583789371e+03	5.399223082804099716e-11
4.559439731998687421e+03	4.406922550110959640e-11
4.563957856164352052e+03	5.373997064347572363e-11
4.568480457512993780e+03	5.350652394804650590e-11
4.573007540481235992e+03	5.343520961031162608e-11
4.577539109510076742e+03	5.304185519079217114e-11
4.582075169044936956e+03	5.312434001219634293e-11
4.586615723535621328e+03	5.234995107213587150e-11
4.591160777436364697e+03	5.276323812910280431e-11
4.595710335205799311e+03	5.268911057670383270e-11
4.600264401306979380e+03	4.936195420466999851e-11
4.604822980207391083e+03	5.238050243364319022e-11
4.609386076378933467e+03	5.230196002899457739e-11
4.613953694297953007e+03	5.178858780159682886e-11
4.618525838445212685e+03	5.062057876336287182e-11
4.623102513305937464e+03	5.173447262528595053e-11
4.627683723369774270e+03	5.169246890663381235e-11
4.632269473130840197e+03	5.154615555703754078e-11
4.636859767087687032e+03	5.132525937564213752e-11
4.641454609743342189e+03	5.123938770820450170e-11
4.646054005605281418e+03	5.104462541832003445e-11
4.650657959185446998e+03	4.837247900595683750e-11
4.655266475000267747e+03	4.972309983035960605e-11
4.659879557570626275e+03	5.058245946295334892e-11
4.664497211421907195e+03	4.899572198368954717e-11
4.669119441083958009e+03	4.773529032360195737e-11
4.673746251091136401e+03	5.007972842486527034e-11
4.678377645982271133e+03	4.994823085933212646e-11
4.683013630300711156e+03	4.996100517112192912e-11
4.687654208594285592e+03	4.922847032394501751e-11
4.692299385415351935e+03	4.352883896331272307e-11
4.696949165320757857e+03	4.934923503743999166e-11
4.701603552871885768e+03	3.516851183144715818e-11
4.706262552634620079e+03	4.912826183686494620e-11
4.710926169179387216e+03	4.639534981093826170e-11
4.715594407081131067e+03	4.255495172925864803e-11
4.720267270919325711e+03	4.878419546458340935e-11
4.724944765277999068e+03	4.862491528759263300e-11
4.729626894745702884e+03	4.853020673491861447e-11
4.734313663915554571e+03	4.839301650395232725e-11
4.739005077385202640e+03	4.812064046336039253e-11
4.743701139756873999e+03	4.798965734168674255e-11
4.748401855637333028e+03	4.787735925490911604e-11
4.753107229637931596e+03	4.776547549489945165e-11
4.757817266374569044e+03	4.753372305412895450e-11
4.762531970467740393e+03	4.737325532831030387e-11
4.767251346542504507e+03	4.201875499541796802e-11
4.771975399228500464e+03	4.561173504312210594e-11
4.776704133159969388e+03	4.680313532564404630e-11
4.781437552975740800e+03	4.673181463657053094e-11
4.786175663319234445e+03	4.608874139519215786e-11
4.790918468838467561e+03	4.624365302618072731e-11
4.795665974186081257e+03	4.558794932119495530e-11
4.800418184019306864e+03	4.557116454619768909e-11
4.805175103000009585e+03	4.534698590261796735e-11
4.809936735794653941e+03	4.505817204183440300e-11
4.814703087074351060e+03	4.456770359821501540e-11
4.819474161514817752e+03	4.401907093938769472e-11
4.824249963796425618e+03	4.331760636106161648e-11
4.829030498604165587e+03	4.215339000085371823e-11
4.833815770627689744e+03	4.088310227450101647e-11
4.838605784561280416e+03	3.895145160499934685e-11
4.843400545103875629e+03	3.725595469198749893e-11
4.848200056959081849e+03	3.428580207994664948e-11
4.853004324835147600e+03	3.004483197056483411e-11
4.857813353445007124e+03	2.412540561549980299e-11
4.862627147506244910e+03	9.416067903664813893e-12
4.867445711741139348e+03	2.305469879162747374e-11
4.872269050876628171e+03	2.936023249747036963e-11
